42 2194 12908
517.306408 516.469215 318.64304 255.313989
0 3     3.585600e+02 2.318400e+02
0 188     5.225473e+02 4.090799e+02
0 189     4.776000e+02 3.552000e+02
0 190     3.859200e+02 3.902400e+02
0 191     1.045095e+02 3.931546e+02
0 192     3.587328e+02 3.773953e+02
0 193     2.902377e+02 2.078245e+02
0 194     3.196800e+02 3.096000e+02
0 195     9.480000e+01 3.348000e+02
0 196     1.310400e+02 2.952000e+02
0 199     2.592000e+02 2.643840e+02
0 203     9.504001e+01 2.211840e+02
0 207     2.332800e+02 1.399680e+02
0 210     3.332359e+02 2.866545e+02
0 211     5.046314e+02 3.493602e+02
0 212     2.799360e+02 3.442177e+02
0 213     2.782080e+02 3.456000e+02
0 214     2.678400e+02 3.614400e+02
0 215     4.521600e+02 3.340800e+02
0 221     1.607040e+02 3.680640e+02
0 224     5.227200e+02 3.729600e+02
0 226     4.375297e+02 3.649536e+02
0 227     1.987200e+02 3.412800e+02
0 232     4.665601e+02 3.297025e+02
0 233     2.952000e+02 1.980000e+02
0 234     3.214080e+02 2.747520e+02
0 235     3.131136e+02 2.985985e+02
0 236     1.051200e+02 4.046400e+02
0 239     5.412000e+02 3.912000e+02
0 241     3.276000e+02 7.680000e+01
0 242     2.808000e+02 8.160001e+01
0 243     4.700161e+02 3.939840e+02
0 244     3.398400e+02 3.988800e+02
0 246     2.592000e+02 4.262400e+02
0 248     4.002049e+02 2.695680e+02
0 249     5.400000e+02 1.728000e+02
0 252     4.700000e+01 7.800000e+01
0 255     2.505600e+02 1.526400e+02
0 256     6.480000e+01 4.296000e+02
0 257     4.320000e+01 3.686400e+02
0 258     2.419200e+02 3.153600e+02
0 259     2.160000e+02 3.283200e+02
0 260     4.070000e+02 3.230000e+02
0 261     1.130000e+02 2.160000e+02
0 267     9.600000e+01 3.168000e+02
0 269     3.110400e+02 2.678400e+02
0 272     1.900000e+01 1.190000e+02
0 273     4.320000e+01 1.065600e+02
0 274     5.667841e+02 3.058560e+02
0 275     5.097600e+02 3.196800e+02
0 276     2.793600e+02 1.281600e+02
0 280     6.912000e+01 3.600000e+02
0 281     2.390400e+02 3.744000e+02
0 282     5.918400e+02 2.160000e+02
0 283     5.889025e+02 1.804032e+02
0 285     3.312000e+01 2.131200e+02
0 288     4.271617e+02 3.400704e+02
0 291     2.880000e+01 2.404800e+02
0 296     1.468800e+02 3.067200e+02
0 298     1.699200e+02 4.032000e+02
0 300     1.347840e+02 3.732480e+02
0 301     1.261440e+02 3.784320e+02
0 302     2.260800e+02 8.064000e+01
0 304     6.192000e+01 9.360001e+01
0 306     2.833920e+02 3.214080e+02
0 307     9.123841e+01 2.135808e+02
0 310     2.513204e+02 1.517875e+02
0 311     2.637620e+02 3.085517e+02
0 312     2.090189e+02 2.911335e+02
0 313     1.140480e+02 2.135808e+02
0 314     1.226880e+02 1.555200e+02
0 318     1.472256e+02 3.068929e+02
0 319     3.110400e+02 2.687386e+02
0 320     2.965248e+02 2.384640e+02
0 322     3.456000e+01 1.416960e+02
0 323     6.220801e+01 9.331201e+01
0 324     5.673370e+02 3.060634e+02
0 325     5.121793e+02 3.193344e+02
0 326     1.209600e+02 1.261440e+02
0 328     2.263680e+02 8.121601e+01
0 331     4.956734e+02 3.851920e+02
0 333     3.284583e+02 1.667175e+02
0 334     2.612737e+02 2.786919e+02
0 336     5.673370e+02 3.508532e+02
0 337     1.576600e+02 3.690677e+02
0 338     1.393459e+02 3.309466e+02
0 339     9.555151e+01 3.165144e+02
0 340     3.105424e+02 2.687386e+02
0 343     4.354561e+01 1.057536e+02
0 344     1.596672e+02 8.501761e+01
0 346     1.045095e+02 2.363904e+02
0 347     3.359232e+02 9.455617e+01
0 348     2.786919e+02 1.269043e+02
0 349     2.135808e+02 1.078272e+02
0 350     5.872436e+02 1.791591e+02
0 353     8.599636e+01 3.511518e+02
0 354     3.344303e+02 4.150518e+02
0 355     1.175040e+02 7.430401e+01
0 356     3.135284e+02 6.569166e+01
0 359     5.971969e+01 2.413671e+02
0 360     2.687386e+02 2.866545e+02
0 361     1.134674e+02 8.957954e+01
0 362     5.106034e+02 3.224863e+02
0 363     1.433273e+02 3.075564e+02
0 366     9.953281e+01 1.119744e+02
0 367     2.164839e+02 1.194394e+02
0 368     2.836685e+02 1.020211e+02
0 369     4.230145e+02 2.139955e+02
0 372     7.166363e+01 3.583181e+02
0 378     4.550641e+02 3.798173e+02
0 379     5.673371e+02 3.075564e+02
0 382     8.501761e+01 1.658880e+02
0 383     2.657526e+02 1.970750e+02
0 384     2.358928e+02 3.732481e+02
0 388     8.957954e+01 1.648264e+02
0 400     2.100000e+02 2.928000e+02
0 401     2.263680e+02 3.490560e+02
0 402     1.816474e+02 2.762036e+02
0 403     4.764000e+02 3.960000e+02
0 406     4.707073e+02 3.919105e+02
0 408     5.961600e+02 3.317760e+02
0 409     3.135284e+02 2.985985e+02
0 410     3.127680e+02 3.006720e+02
0 411     2.911335e+02 1.965773e+02
0 412     5.664000e+02 3.048000e+02
0 413     2.930000e+02 2.710000e+02
0 421     1.452000e+02 2.352000e+02
0 445     3.463742e+02 1.403413e+02
0 446     2.723218e+02 1.289945e+02
0 451     2.836685e+02 5.474305e+01
0 467     3.463742e+02 6.270568e+01
0 468     3.297600e+02 5.616000e+01
0 491     2.472000e+02 3.252000e+02
0 493     5.688000e+02 3.840000e+02
0 503     3.939840e+02 1.866240e+02
0 504     2.830713e+02 3.189032e+02
0 505     9.674590e+01 3.153200e+02
0 506     9.555151e+01 2.508227e+02
0 507     6.240000e+01 2.436000e+02
0 508     8.957953e+01 2.139955e+02
0 510     3.027456e+02 9.953281e+01
0 511     6.808045e+01 8.957954e+01
0 514     9.849601e+01 1.123200e+02
0 527     9.953281e+01 3.898369e+02
0 547     5.640000e+01 7.080000e+01
0 567     4.269958e+02 3.433882e+02
0 681     4.510081e+02 3.628800e+02
0 692     2.579891e+02 2.579891e+02
0 694     1.180000e+02 1.510000e+02
0 697     1.190000e+02 4.010000e+02
0 698     1.188000e+02 4.008000e+02
0 699     5.806081e+02 3.773953e+02
0 702     3.870000e+02 3.910000e+02
0 704     1.785600e+02 3.024000e+02
0 705     4.510000e+02 4.390000e+02
0 706     5.190000e+02 4.190000e+02
0 707     4.760000e+02 3.970000e+02
0 708     2.600000e+02 4.260000e+02
0 709     4.880000e+02 4.170000e+02
0 710     4.980000e+02 3.940000e+02
0 713     5.280000e+02 3.960000e+02
0 714     4.780000e+02 3.550000e+02
0 715     2.680000e+02 3.620000e+02
0 716     4.270000e+02 3.410000e+02
0 720     3.444000e+02 2.484000e+02
0 741     2.776966e+02 3.463742e+02
0 743     5.400000e+02 1.730000e+02
0 744     1.530000e+02 2.630000e+02
0 793     1.396800e+02 3.225600e+02
0 795     2.764800e+02 2.350080e+02
0 977     3.558298e+02 2.363904e+02
0 1006     6.840000e+01 4.404000e+02
0 1009     6.840000e+01 3.612000e+02
0 1010     2.865600e+02 3.225600e+02
0 1038     1.054080e+02 4.043521e+02
0 1042     3.211200e+02 1.224000e+02
0 1058     2.587853e+02 4.279911e+02
0 1063     2.678400e+02 3.067200e+02
0 1089     1.899086e+02 1.899086e+02
0 1091     2.615723e+02 2.759050e+02
0 1146     2.730000e+02 7.900000e+01
0 1147     2.730240e+02 7.776001e+01
0 1193     4.665601e+01 3.784320e+02
0 1234     3.139200e+02 3.009600e+02
0 1251     1.202688e+02 1.244160e+02
0 1256     3.310000e+02 5.700000e+01
0 1300     4.686337e+02 2.177280e+02
0 1347     2.800000e+01 2.410000e+02
0 1364     4.550641e+02 3.332359e+02
0 1385     3.300000e+01 2.130000e+02
0 1391     3.360000e+02 1.030000e+02
0 1452     6.912001e+01 3.594240e+02
0 1455     2.956125e+02 2.388788e+02
0 1488     4.752000e+01 3.787200e+02
0 1591     1.343693e+02 3.762341e+02
0 1596     4.230145e+02 2.156544e+02
0 1682     9.600000e+01 3.170000e+02
0 1709     4.262400e+02 3.398400e+02
0 1719     2.508227e+02 1.433273e+02
0 1720     3.359232e+02 9.538561e+01
0 1723     3.974400e+01 7.948801e+01
0 1724     2.890000e+02 5.400000e+01
0 1730     9.240000e+01 2.160000e+02
0 1744     2.149909e+02 1.146618e+02
0 1750     5.140800e+02 3.283200e+02
0 1755     4.692000e+02 2.220000e+02
0 1839     5.844000e+02 3.348000e+02
0 1855     2.388000e+02 3.744000e+02
0 1863     3.931546e+02 1.841357e+02
0 1864     6.220801e+01 2.156544e+02
0 1866     2.269348e+02 8.062158e+01
0 1869     3.332359e+02 3.977332e+02
0 1871     4.528743e+02 3.359232e+02
0 1880     1.209600e+02 1.252800e+02
0 1930     8.640000e+01 3.972000e+02
0 1945     2.314138e+02 1.667175e+02
0 1958     1.356000e+02 3.720000e+02
0 2030     6.739201e+01 4.406400e+02
0 2076     2.747106e+02 1.283973e+02
0 2077     5.592000e+02 2.448000e+02
0 2079     3.585600e+02 1.497600e+02
0 2080     2.966400e+02 2.376000e+02
0 2081     1.248000e+02 1.572000e+02
0 2086     4.492800e+01 3.611520e+02
0 2103     3.587328e+02 1.472256e+02
0 2105     3.430000e+02 4.900000e+01
0 2121     3.404023e+02 2.896405e+02
0 2168     1.576600e+02 8.599636e+01
0 2179     2.782080e+02 1.278720e+02
0 2188     1.512000e+02 3.060000e+02
1 0     1.642292e+02 3.941500e+02
1 2     2.737152e+02 3.682714e+02
1 4     2.028000e+02 3.216000e+02
1 6     1.592525e+02 3.632948e+02
1 7     3.179520e+02 3.075840e+02
1 10     2.911335e+02 2.936218e+02
1 11     6.566401e+01 3.352320e+02
1 13     3.730000e+02 3.120000e+02
1 16     1.244160e+02 3.010868e+02
1 20     2.885760e+02 2.868480e+02
1 22     2.509056e+02 2.550528e+02
1 23     1.522852e+02 2.508227e+02
1 24     1.668000e+02 2.472000e+02
1 25     1.987200e+02 2.453760e+02
1 26     3.211200e+02 2.505600e+02
1 28     8.300000e+01 2.390000e+02
1 29     1.488000e+02 2.004000e+02
1 30     9.600000e+01 2.148000e+02
1 31     3.160000e+02 2.130000e+02
1 34     3.153600e+02 2.131200e+02
1 35     1.036800e+02 2.156544e+02
1 37     1.830000e+02 2.080000e+02
1 38     1.816474e+02 2.115072e+02
1 39     1.360000e+02 1.900000e+02
1 42     1.200000e+02 1.320000e+02
1 43     1.224254e+02 1.313833e+02
1 52     2.806826e+02 1.970750e+02
1 57     2.244000e+02 3.648000e+02
1 58     3.864000e+02 4.560000e+02
1 60     3.010000e+02 3.520000e+02
1 70     1.464000e+02 3.672000e+02
1 74     5.976000e+02 2.304000e+02
1 76     1.500000e+02 4.560000e+02
1 78     2.796000e+02 4.452000e+02
1 89     2.376000e+02 2.491200e+02
1 90     2.612737e+02 2.944512e+02
1 91     2.896405e+02 2.836685e+02
1 92     1.200000e+02 2.590000e+02
1 93     3.006720e+02 2.343168e+02
1 95     1.320000e+02 2.010000e+02
1 96     1.443226e+02 1.841357e+02
1 97     1.464000e+02 1.836000e+02
1 100     1.468800e+02 3.657600e+02
1 105     4.670000e+02 2.880000e+02
1 116     4.795200e+02 4.420800e+02
1 123     1.015235e+02 4.090799e+02
1 126     6.600000e+01 4.040000e+02
1 130     5.000000e+02 3.720000e+02
1 132     1.656000e+02 4.017600e+02
1 133     3.234817e+02 3.193344e+02
1 135     3.870720e+02 3.024000e+02
1 141     2.350000e+02 2.760000e+02
1 143     1.123200e+02 2.851200e+02
1 144     1.116000e+02 2.856000e+02
1 145     1.503360e+02 2.782080e+02
1 148     1.716000e+02 2.364000e+02
1 149     2.730000e+02 2.150000e+02
1 152     2.239488e+02 3.608065e+02
1 158     5.328000e+02 1.051200e+02
1 164     6.020000e+02 2.840000e+02
1 165     6.012000e+02 2.844000e+02
1 166     6.013441e+02 2.833920e+02
1 167     4.090000e+02 3.250000e+02
1 168     7.920001e+01 1.884000e+02
1 170     2.004480e+02 3.144960e+02
1 171     2.042413e+02 3.368191e+02
1 172     1.940890e+02 2.612737e+02
1 173     6.635521e+01 3.338496e+02
1 174     2.540000e+02 2.280000e+02
1 176     1.250000e+02 2.270000e+02
1 179     2.736000e+02 1.987200e+02
1 191     1.410048e+02 4.333824e+02
1 194     2.964000e+02 3.780000e+02
1 197     1.368000e+02 3.283200e+02
1 216     3.939840e+02 3.974400e+02
1 218     2.794882e+02 3.117368e+02
1 221     1.810000e+02 4.180000e+02
1 222     5.172000e+02 3.684000e+02
1 223     4.668000e+02 2.880000e+02
1 229     4.280000e+02 4.060000e+02
1 232     3.945600e+02 3.960000e+02
1 234     3.000000e+02 3.528000e+02
1 240     2.930000e+02 2.060000e+02
1 241     3.080000e+02 1.960000e+02
1 242     2.736000e+02 1.980000e+02
1 246     2.500000e+02 4.600000e+02
1 248     3.528000e+02 3.513600e+02
1 251     7.600000e+01 2.670000e+02
1 252     9.000000e+01 1.812000e+02
1 254     2.480000e+02 2.990000e+02
1 255     2.510000e+02 2.560000e+02
1 256     1.130000e+02 4.590000e+02
1 258     2.470000e+02 3.810000e+02
1 259     2.268000e+02 3.888000e+02
1 260     3.552000e+02 3.888000e+02
1 261     1.480000e+02 3.010000e+02
1 262     2.880000e+02 2.870000e+02
1 263     3.110400e+02 2.534400e+02
1 264     5.310000e+02 4.110000e+02
1 265     6.600000e+01 3.360000e+02
1 267     1.350000e+02 3.790000e+02
1 269     2.930000e+02 3.470000e+02
1 270     1.350000e+02 2.130000e+02
1 271     1.140000e+02 2.180000e+02
1 273     8.640000e+01 2.073600e+02
1 276     2.720000e+02 2.380000e+02
1 277     4.161600e+02 1.281600e+02
1 278     1.428000e+02 1.020000e+02
1 279     1.008000e+02 1.104000e+02
1 280     1.164000e+02 4.092000e+02
1 281     2.364000e+02 4.224000e+02
1 283     4.896000e+02 2.937600e+02
1 288     3.672000e+02 4.020000e+02
1 290     1.160000e+02 3.040000e+02
1 291     8.280000e+01 3.192000e+02
1 293     2.690000e+02 3.150000e+02
1 295     5.376000e+02 3.804000e+02
1 296     1.716000e+02 3.720000e+02
1 300     1.627200e+02 4.219200e+02
1 302     2.304000e+02 1.929600e+02
1 303     6.480000e+01 2.160000e+02
1 304     1.032000e+02 1.968000e+02
1 305     1.330560e+02 2.142720e+02
1 307     1.310400e+02 3.009600e+02
1 308     7.488000e+01 2.678400e+02
1 310     2.505600e+02 2.548800e+02
1 311     2.592000e+02 3.753217e+02
1 312     2.246400e+02 3.646080e+02
1 313     1.483200e+02 2.995200e+02
1 314     1.520640e+02 2.505600e+02
1 315     5.299200e+02 4.104000e+02
1 316     5.371200e+02 3.801600e+02
1 317     4.996800e+02 3.715200e+02
1 318     1.713600e+02 3.715200e+02
1 319     2.923200e+02 3.484800e+02
1 320     2.822400e+02 3.283200e+02
1 321     3.084000e+02 1.956000e+02
1 322     8.280000e+01 2.388000e+02
1 323     1.022400e+02 1.972800e+02
1 324     4.613760e+02 3.818880e+02
1 328     2.315520e+02 1.935360e+02
1 329     7.216129e+01 1.891123e+02
1 334     2.574720e+02 3.542400e+02
1 335     2.678400e+02 3.127680e+02
1 337     1.791591e+02 4.180378e+02
1 339     1.347840e+02 3.773953e+02
1 340     2.920320e+02 3.490560e+02
1 341     3.153600e+02 3.254400e+02
1 342     1.019520e+02 1.969920e+02
1 343     8.640001e+01 2.073600e+02
1 344     1.797120e+02 1.969920e+02
1 345     1.987200e+02 3.211200e+02
1 346     1.403413e+02 3.195003e+02
1 347     3.144960e+02 2.142720e+02
1 349     2.218752e+02 2.218752e+02
1 350     4.890240e+02 2.954880e+02
1 351     5.598721e+02 3.438720e+02
1 352     7.464961e+01 2.674944e+02
1 353     1.296000e+02 4.008960e+02
1 355     1.454400e+02 1.828800e+02
1 356     3.006720e+02 1.866240e+02
1 359     1.057536e+02 3.193344e+02
1 361     1.472256e+02 1.990656e+02
1 362     4.230145e+02 3.906663e+02
1 363     1.700352e+02 3.711744e+02
1 364     3.193344e+02 3.297025e+02
1 366     1.327104e+02 2.135808e+02
1 368     2.757888e+02 2.135808e+02
1 369     3.707597e+02 3.110400e+02
1 370     5.598721e+02 3.433882e+02
1 371     5.308417e+02 4.105728e+02
1 372     1.202688e+02 4.064257e+02
1 373     1.940890e+02 1.254114e+02
1 375     1.468109e+02 3.010868e+02
1 376     8.460289e+01 2.363904e+02
1 377     8.659355e+01 2.030470e+02
1 378     3.832013e+02 4.279911e+02
1 379     4.624129e+02 3.815424e+02
1 380     5.315052e+02 4.150518e+02
1 381     4.993921e+02 3.732480e+02
1 382     1.209600e+02 2.577600e+02
1 383     2.597807e+02 2.956125e+02
1 384     2.363904e+02 4.205262e+02
1 385     3.259700e+02 3.085517e+02
1 386     2.662503e+02 3.309466e+02
1 389     1.692058e+02 4.130612e+02
1 390     3.105424e+02 2.149909e+02
1 392     3.045704e+02 2.687386e+02
1 393     4.944791e+02 2.938209e+02
1 396     1.361609e+02 9.674590e+01
1 398     4.329678e+02 1.463132e+02
1 400     2.250000e+02 3.650000e+02
1 403     3.960000e+02 4.410000e+02
1 406     3.916800e+02 4.363200e+02
1 409     2.923777e+02 3.711744e+02
1 416     5.927040e+02 4.285440e+02
1 417     1.220000e+02 3.160000e+02
1 419     4.658136e+02 3.374163e+02
1 427     2.760000e+02 2.600000e+01
1 428     3.264000e+02 2.796000e+02
1 432     1.283973e+02 3.881780e+02
1 433     5.304000e+02 3.456000e+02
1 434     1.195200e+02 3.297600e+02
1 435     5.352000e+02 6.960001e+01
1 436     5.400000e+02 7.776000e+01
1 437     5.412097e+02 7.672321e+01
1 438     5.434492e+02 7.763560e+01
1 439     4.048995e+02 3.009872e+02
1 440     1.990656e+02 2.467584e+02
1 441     4.180378e+02 1.269043e+02
1 442     4.170000e+02 1.280000e+02
1 444     5.285193e+02 1.313833e+02
1 445     3.185050e+02 2.538087e+02
1 446     2.657526e+02 2.388788e+02
1 449     3.196800e+02 1.828800e+02
1 451     2.778624e+02 1.741824e+02
1 452     3.153200e+02 1.289945e+02
1 453     2.750400e+02 1.267200e+02
1 454     2.796000e+02 1.260000e+02
1 455     3.156000e+02 6.600000e+01
1 456     3.151873e+02 7.257601e+01
1 457     3.156000e+02 7.560001e+01
1 458     3.153600e+02 7.488000e+01
1 459     3.153200e+02 1.003291e+02
1 460     3.196800e+02 1.036800e+02
1 461     1.740000e+02 6.500000e+01
1 462     1.280000e+02 6.600000e+01
1 463     1.570000e+02 7.200000e+01
1 465     2.896405e+02 2.239488e+02
1 466     2.886452e+02 2.239488e+02
1 467     3.224863e+02 1.881170e+02
1 468     3.120000e+02 1.788000e+02
1 469     5.484000e+02 1.164000e+02
1 470     5.472000e+02 1.166400e+02
1 471     5.495041e+02 1.161216e+02
1 472     3.254400e+02 4.896000e+01
1 473     3.144960e+02 6.739201e+01
1 474     3.248640e+02 5.011200e+01
1 475     3.508532e+02 5.971969e+01
1 476     3.525121e+02 5.806081e+01
1 477     3.801600e+02 5.702401e+01
1 478     3.816000e+02 5.760000e+01
1 479     3.815424e+02 5.806081e+01
1 480     1.672151e+02 6.569166e+01
1 481     1.728000e+02 6.480000e+01
1 482     1.721088e+02 6.428161e+01
1 498     6.080000e+02 3.700000e+02
1 499     5.520000e+02 3.820000e+02
1 500     5.080321e+02 3.877632e+02
1 502     5.613651e+02 3.463742e+02
1 503     3.513600e+02 2.923200e+02
1 504     2.717246e+02 3.851920e+02
1 505     1.343693e+02 3.782247e+02
1 506     1.365120e+02 3.283200e+02
1 510     2.880000e+02 2.160000e+02
1 511     1.074954e+02 1.970750e+02
1 512     4.129920e+02 4.233600e+02
1 515     1.761731e+02 2.239488e+02
1 516     8.360757e+01 2.358928e+02
1 518     1.092000e+02 2.076000e+02
1 520     7.166363e+01 1.911030e+02
1 521     9.072000e+01 1.814400e+02
1 522     3.196800e+02 1.281600e+02
1 523     3.196800e+02 1.296000e+02
1 524     3.193344e+02 1.285632e+02
1 525     7.560001e+01 1.272000e+02
1 526     1.308000e+02 4.452000e+02
1 527     1.365120e+02 4.337280e+02
1 528     1.704000e+02 4.020000e+02
1 529     1.710000e+02 4.010000e+02
1 530     3.632948e+02 3.185050e+02
1 531     1.360000e+02 3.290000e+02
1 532     1.641600e+02 3.369600e+02
1 533     5.232000e+02 3.132000e+02
1 534     4.521600e+02 1.267200e+02
1 535     3.444000e+02 6.960001e+01
1 536     3.441600e+02 6.912000e+01
1 537     3.421440e+02 6.912001e+01
1 538     3.332359e+02 6.808045e+01
1 539     5.743873e+02 2.840833e+02
1 540     5.325005e+02 1.069978e+02
1 541     2.508227e+02 2.544059e+02
1 542     1.418343e+02 2.339021e+02
1 547     9.600000e+01 1.764000e+02
1 549     3.240000e+02 1.960000e+02
1 550     4.748545e+02 5.184001e+01
1 551     9.745921e+01 1.721088e+02
1 555     3.384000e+02 3.240000e+01
1 567     3.670273e+02 4.002049e+02
1 574     2.836685e+02 3.284583e+02
1 579     1.512000e+02 2.940000e+02
1 584     5.904000e+02 4.147200e+02
1 585     4.296000e+02 3.924000e+02
1 626     5.184000e+02 4.440000e+01
1 627     5.184000e+02 4.464000e+01
1 628     5.598721e+02 3.801600e+01
1 632     6.110000e+02 1.140000e+02
1 652     5.225473e+02 4.155495e+02
1 665     6.019200e+02 9.216000e+01
1 695     3.110400e+02 2.540160e+02
1 725     6.020000e+02 9.300000e+01
1 727     6.050000e+02 7.000000e+01
1 733     5.601600e+02 3.888000e+01
1 735     1.463132e+02 4.090799e+02
1 750     4.910400e+02 4.248000e+02
1 767     5.868000e+02 4.032000e+02
1 773     4.665601e+02 2.861568e+02
1 785     6.108000e+02 1.140000e+02
1 940     3.209933e+02 3.408999e+02
1 952     3.732000e+02 3.108000e+02
1 960     4.300000e+01 2.600000e+02
1 961     1.152000e+02 2.174400e+02
1 963     5.673371e+01 2.000610e+02
1 1008     1.368576e+02 4.304794e+02
1 1027     2.800000e+01 3.060000e+02
1 1031     1.283973e+02 1.881170e+02
1 1038     1.411200e+02 4.420800e+02
1 1086     2.508227e+02 3.798173e+02
1 1091     2.567947e+02 3.553322e+02
1 1144     5.897319e+02 2.911335e+02
1 1262     3.024000e+02 1.065600e+02
1 1329     3.732481e+02 4.210238e+02
1 1348     8.294401e+01 3.196800e+02
1 1455     2.840833e+02 3.276288e+02
1 1461     7.800000e+01 2.628000e+02
1 1468     1.430000e+02 1.020000e+02
1 1478     2.577600e+02 3.542400e+02
1 1486     1.756800e+02 4.449600e+02
1 1522     3.030000e+02 1.070000e+02
1 1584     3.010000e+02 4.420000e+02
1 1596     3.729600e+02 3.096000e+02
1 1597     3.690677e+02 3.081536e+02
1 1610     1.110000e+02 2.070000e+02
1 1647     1.320000e+02 2.004000e+02
1 1654     5.978881e+02 2.315520e+02
1 1681     4.540000e+02 1.270000e+02
1 1695     3.352320e+02 1.468800e+02
1 1704     2.039040e+02 3.421440e+02
1 1705     4.410000e+02 4.400000e+02
1 1710     4.800000e+01 4.360000e+02
1 1711     1.310000e+02 4.000000e+02
1 1714     4.812000e+02 3.288000e+02
1 1719     2.513204e+02 2.538087e+02
1 1722     7.166363e+01 1.899086e+02
1 1723     8.294401e+01 1.831680e+02
1 1727     2.980800e+02 1.008000e+02
1 1744     2.221573e+02 2.221573e+02
1 1756     6.624000e+01 3.355200e+02
1 1757     1.100000e+02 3.050000e+02
1 1763     3.234817e+02 1.891123e+02
1 1768     1.952640e+02 1.278720e+02
1 1800     2.310000e+02 1.930000e+02
1 1803     2.974041e+02 1.827423e+02
1 1821     3.360000e+01 1.032000e+02
1 1826     1.281600e+02 6.480000e+01
1 1855     2.370000e+02 4.240000e+02
1 1866     2.314138e+02 1.940890e+02
1 1870     1.540000e+02 4.410000e+02
1 1871     3.853440e+02 3.991680e+02
1 1872     2.042413e+02 3.224864e+02
1 1875     1.210000e+02 4.070000e+02
1 1939     1.039123e+02 3.189032e+02
1 1956     2.938209e+02 3.511518e+02
1 1960     3.545857e+02 3.919105e+02
1 2025     2.280000e+02 3.890000e+02
1 2074     1.728000e+02 3.988800e+02
1 2076     2.695680e+02 2.384640e+02
1 2079     3.280000e+02 2.580000e+02
1 2080     2.820000e+02 3.288000e+02
1 2086     1.002240e+02 4.095360e+02
1 2087     4.105728e+02 4.333824e+02
1 2089     5.760000e+02 7.920001e+01
1 2090     2.649600e+02 5.760000e+01
1 2091     5.764609e+02 7.879681e+01
1 2097     4.716000e+02 4.920000e+01
1 2098     4.723200e+02 5.040000e+01
1 2101     4.752692e+02 5.225473e+01
1 2102     4.084993e+02 2.985985e+02
1 2104     3.268800e+02 2.361600e+02
1 2108     5.723137e+02 2.836685e+02
1 2109     3.390000e+02 3.200000e+01
1 2114     5.770000e+02 7.900000e+01
